S#,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information
1263,Zulfiqar Ali Memon,FAST(Karachi),Computer Science,Sindh,Associate Professor,PhD,"Vrije University, Amsterdam",Netherland,2010,,
1264,Fahad Samad,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,RWTH Aachen University,Germany,2011,,
1265,Farooque Hassan Kumbhar,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,Sungkyunkwan University,South Korea,2017,"Network Security and Data Security, Name Data Network or Content Centric Network, Security and Privacy isssues in MANET or Ad hoc computing, Internet of Things, Machine-to-Machine and Device-to-Device Communications, Wireless Communications (4G, 5G, etc. ), Optimization",
1266,Jalaluddin Qureshi,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,Nanyang Tech University,Singapore,2014,"Error Correction Coding, Optimization Wireless Routing, Mathematical analysis of transmission networks, Evolutionary computation, Applied Machine Learning",
1267,Sufian Hameed,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,RWTH Aachen University,Germany,2012,,
1268,Syed Tahir Qasim,FAST(Karachi),Computer Science,Sindh,Assistant Professor,PhD,Universite d'Evry Val d'Essonne,France,2011,,
1269,Ubaid Aftab,FAST(Karachi),Computer Science,Sindh,Adjunct Professor,MS,Monash University,Australia,2005,,
1270,Abdul Aziz,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2006,"Disaster Management, Information Systems, Geo Informatics, Social Informatics, Urban Planning, Image Processing",
1271,Abdul Rahman,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Sir Syed University of Engineering and Technology,Pakistan,2004,"Elliptic Curve Cryptography, Embedded OS, Quality Assurance & Software Engineering, Open source technology, Databases, Vocational trainings for intellectually challenged
",
1272,Atika Burni,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MBA,Hamdard University,Pakistan,2000,,
1273,Faraz Idris Khan,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Kyung Hee University,South Korea,2008,,
1274,Farrukh Hasan Syed,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Institute of Business Administration,Pakistan,2011,,
1275,Khalid Iqbal Soomro,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,New York Institute of Technology,USA,1983," Computer Hardware, Computer Architecture, Mass-Storage devices (Winchester, Flash and Solid-State Drives.)",
1276,Mohammad Rafi,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology,Pakistan,2007,"Data Communication, Computer Network, Algorithms development, Programming languages and Machine learning.",
1277,Muhammad Shahzad,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Fedral Urdu University,Pakistan,2012,,
1278,Nadeem Kafi Khan,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2007,,
1279,Nauman Atique,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2008,,
1280,Nouman Durrani,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2007,,
1281,Shahbaz Akhtar Siddqui,FAST(Karachi),Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2014,,
1282,Ahsan Shah,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,2017,"Data Mining, Machine Learning, Brain Computer Interface (BCI), Intelligent Transportation Systems",
1283,Amber Yaseen Khan,FAST(Karachi),Computer Science,Sindh,Lecturer,BE,NED University of Engineering And Technology,Pakistan,2011,,
1284,Anum Qureshi,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Mehran University of Engineering & Technology,Pakistan,2014,"Big Data Security, Deep Learning,Algorithms",
1285,Behraj Khan,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2014,,
1286,Faiza Sattar,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,NED University of Engineering And Technology,Pakistan,2015,"Software Engineering, Data Mining, Image Processing",
1287,Javeria Farooq,FAST(Karachi),Computer Science,Sindh,Lecturer,BS,Bahria University,Pakistan,2012,,
1288,Mahwish Amjad,FAST(Karachi),Computer Science,Sindh,Lecturer,BE,NED University of Engineering And Technology,Pakistan,2011,,
1289,Muhammad Danish Khan,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,ISRA University,Pakistan,2015,"VANETs, Databases, Data Mining, IoT, Natural Language Processing",
1290,Murk Marvi,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Mehran University of Engineering & Technology,Pakistan,2015,,
1291,Naila Shah,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,University of Kent,UK,2006,,
1292,Nausheen Shoaib,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Hamdard University,Pakistan,2013,,
1293,Sehrish Hina,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Bahauddin Zakariya University,Pakistan,2014,,
1294,Shahar Bano Husnine,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2007,,
1295,Shoaib Raza,FAST(Karachi),Computer Science,Sindh,Lecturer,BS,University of Karachi,Pakistan,2012,,
1296,Subhash Sagar,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,South Asian University,Pakistan,2016,,
1297,Syeda Rubab Manzar,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,National University of Sciences and Technology,Pakistan,2009,"Software Engineering, Database Systems, Algorithms",
1298,Tania Iram,FAST(Karachi),Computer Science,Sindh,Lecturer,BS,Bahauddin Zakariya University,Pakistan,2000,,
1299,Zeeshan Khan,FAST(Karachi),Computer Science,Sindh,Lecturer,MS,Capital University of Science and Technology,Pakistan,2015,,
1300,S.M. Aqil Burney,University of Karachi,Computer Science,Sindh,Professor,PhD,,UK,,"Artificial Intelligence, Software Engineering, Optimization",
1301,Dr. M. Sadiq Ali Khan,University of Karachi,Computer Science,Sindh,Associate Professor,PhD,,UK,,,
1302,Dr. Nadeem Mahmood,University of Karachi,Computer Science,Sindh,Associate Professor,Post Doc,"International Islamic University,Islamabad",Malaysia,,"Temporal and Spatial Database Systems, Artificial Intelligence, Health Information Systems, Software Engineering ",
1303,Mr. Badar Sami,University of Karachi,Computer Science,Sindh,Assistant Professor,MCS,University of Karachi,Pakistan,,"Languages, Software Development, Information Mgmt & Operating Systems ",PhD candidate
1304,Mr. Syed Jamal Hussain,University of Karachi,Computer Science,Sindh,Assistant Professor,MCS,University of Karachi,Pakistan,,"Languages, Data Mining, Data Modeling ",
1305,Dr. Tahseen Ahmed Jilani,University of Karachi,Computer Science,Sindh,Assistant Professor,PhD,University of Karachi,Pakistan,,"Soft Computing, Data Mining, Fuzzy Set Theory ",
1306,Dr. Muhammad Saeed,University of Karachi,Computer Science,Sindh,Assistant Professor,PhD,University of Karachi,Pakistan,,"Operating Systems, Networking, Parallel Computing ",
1307,Mr. Hussain Saleem,University of Karachi,Computer Science,Sindh,Assistant Professor,MS,University of Karachi,Pakistan,,"Software Project Management, Software Configuration Management",PhD candidate
1308,Mr. S. M. Khalid Jamal,University of Karachi,Computer Science,Sindh,Assistant Professor,Mphil,,,,"Databases & DBMS, Grid/Cloud Computing, Data / Text / Web Mining & Knowledge Discovery, MIS, Information Extraction / Integration, Big Data Analytics, Social Media / Network Analysis ",PhD candidate
1309,Mr. Syed Asim Ali,University of Karachi,Computer Science,Sindh,Assistant Professor,M.A,University of Karachi,Pakistan,,,PhD candidate
1310,Mr. Farhan Ahmed Siddiqui,University of Karachi,Computer Science,Sindh,Assistant Professor,MS,,,,"Computer Networks & Communication, WSN, Programming & OOP, Financial Accounting / Management ",PhD candidate
1311,Dr. Humera Tariq,University of Karachi,Computer Science,Sindh,Assistant Professor,PhD,University of Karachi,Pakistan,,"Computer Graphics, Image Processing, Discrete Mathematics ",
1312,Dr. Zain Abbas (F.S.L.),University of Karachi,Computer Science,Sindh,Assistant Professor,PhD,University of Karachi,Pakistan,,,
1313,Mr. Muhammad Sajid (F.S.L) ,University of Karachi,Computer Science,Sindh,Lecturer,,,,,,
1314,Ms. Shaista Rais,University of Karachi,Computer Science,Sindh,Lecturer,,,,,,
1315,Ms. Humera Bashir,University of Karachi,Computer Science,Sindh,Lecturer,,,,,,
1316,Ms. Madiha Khurram,University of Karachi,Computer Science,Sindh,Lecturer,,,,,,
1317,Mr. Taha Bin Niaz,University of Karachi,Computer Science,Sindh,Lecturer,M.Eng,NED University of Engineering And Technology,Pakistan,,,
1318,Ms. Maryam Feroz,University of Karachi,Computer Science,Sindh,Lecturer,MS,Institute of Business Administration,Pakistan,,,
1319,Najmi Ghani Haider.,"NED,UET",Computer Science,Sindh,Professor/Chairman,PhD,Brunel University,UK,,"Machine Learning, Robust Speech Recognition, Image Processing.",
1320,Sohail Abdul Sattar.,"NED,UET",Computer Science,Sindh,Professor/Co-Chairman,PhD,NED University of Engineering And Technology,Pakistan,,"Computer Vision, Image Processing and Computational Linguistics.",
1321,Sh. Muhammad Wahabuddin Usmani.,"NED,UET",Computer Science,Sindh,Associate Professor,PhD,NED University of Engineering And Technology,Pakistan,,Software Development Methodologies.,
1322,Najeed Ahmed Khan.,"NED,UET",Computer Science,Sindh,Associate Professor,PhD,University of Leeds,UK,,Computer Vision.,
1323,Muhammad Mubashir Khan.,"NED,UET",Computer Science,Sindh,Associate Professor,PhD,University of Leeds,UK,,Information Security.,
1324,Saba Izhar Haque.,"NED,UET",Computer Science,Sindh,Assistant Professor,Mphil,University of Manchester Institute of Science and Technology,UK,,Data Mining .,
1325,Saman Hina.,"NED,UET",Computer Science,Sindh,Assistant Professor,PhD,University of Leeds,UK,,Semantics.,
1326,Shariq Mahmood Khan.,"NED,UET",Computer Science,Sindh,Assistant Professor,PhD,Brunel University,UK,,Wireless Ad-Hoc Routing Protocols and Information Security.,
1327,Shehnila Zardari.,"NED,UET",Computer Science,Sindh,Assistant Professor,PhD,The University of Birmingham,UK,,"Cloud Adoption: A Goal-Oriented Requirements Engineering Approach Research Interests: Requirements Engineering, Risk Management, Cloud Architecture, Software Engineering",
1328,Raheela Asif.,"NED,UET",Computer Science,Sindh,Assistant Professor,PhD,NED University of Engineering And Technology,Pakistan,,Educational Data Mining,
1329,Waseemullah.,"NED,UET",Computer Science,Sindh,Lecturer,MCIT,NED University of Engineering And Technology,Pakistan,,Databases and Software Engineering.,
1330,Umer Farooq.,"NED,UET",Computer Science,Sindh,Lecturer,MCIT,NED University of Engineering And Technology,Pakistan,,Computer Vision,PhD in progress
1331,Kashif Mehboob Khan.,"NED,UET",Computer Science,Sindh,Lecturer,MCIT,NED University of Engineering And Technology,Pakistan,,Online Information Security in Financial Transactions,
1332,Uzma Zehra.,"NED,UET",Computer Science,Sindh,Lecturer,MS,Institute of Business Administration,Pakistan,,"Artificial Intelligance, Software Engineering, Web Development .",
1333,Sidra,"NED,UET",Computer Science,Sindh,Lecturer,ME,Mehran University of Engineering & Technology,Pakistan,,"Image Processing, Software Engineering.",
1334,Maria Andaleeb Siddiqui.,"NED,UET",Computer Science,Sindh,Lecturer,ME,NED University of Engineering And Technology,Pakistan,,Machine Learning.,
1335,Imran Khan,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Assistant Professor,PhD,"Institute of Business Administration,Karachi",Pakistan,2015,,
1336,Imran N. Junejo,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Associate Professor,PhD,University of Central Florida,USA,2007,,
1337,Imran Rauf,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Assistant Professor,PhD,Max Planck Institute for Computer Science,Germany,2011,,
1338,Nasir Touheed,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Professor,PhD,University of Leeds,UK,1999,,
1339,Quratulain Nizamuddin Rajput,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Assistant Professor,PhD,"Institute of Business Administration,Karachi",Pakistan,2011,,
1340,S.m. Faisal Iradat,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Assistant Professor,PhD,"Institute of Business Administration,Karachi",Pakistan,2013,,
1341,Sajjad Haider,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Professor,PhD,George Mason University,USA,2005,,
1342,Sayeed Ghani,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Associate Professor,PhD,Columbia University,USA,1990,,
1343,Shakeel Ahmed Khoja,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Professor/Chairperson,Post Doc,University of Southampton,UK,2008,,
1344,Tariq Mahmood,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Assistant Professor,PhD,University of Trento,Italy,2009,,
1345,Zaheeruddin Asif,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Assistant Professor,PhD,Temple University,USA,2008,,
1346,Syed Irfan Nabi,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Assistant Professor,PhD,"Institute of Business Administration,Karachi",Pakistan,2013,,
1347,Muhammad Waseem Arain,"Institute of Business Administration, Karachi ",Computer Science,Sindh,Assistant Professor,MS,Hamdard University,Pakistan,2000,,"PhD in progress from Institute of Business Administration,Karachi"
1348,M. Abdul Rehman,"Institute of Business Administration,Sukkur",Computer Science,Sindh,Associate Professor/HoD,PhD,University of Bayreuth,Germany,,"Scientific Workflows, Scientific (machine generated) Data Management, Ontology based data integration, and Data transformation as well as transportation in scientific applications. Moreover, his interests also include the dataflow and data transformation languages.",
1349,Qamar Uddin Khand,"Institute of Business Administration,Sukkur",Computer Science,Sindh,Associate Professor,PhD,"Muroran Institute of Technology,Hokkaido",Japan,,"Embedded Control Systems, Sketch-Based Interfaces and Modeling, Soft Computing, Computer Graphics, and Renewable Energy based Irrigation Systems.",
1350,Sher Muhammad Doudpota,"Institute of Business Administration,Sukkur",Computer Science,Sindh,Director,PhD,Asian Institute of Technology,Thailand,,Multimedia Data Mining,
1351,Javed Ahmed Shahani ,"Institute of Business Administration,Sukkur",Computer Science,Sindh,Assistant Professor,PhD,University of Bologna,Italy,,"Semantic Web technologies, Online Social Networks, Privacy and Data Protection, Social Application Development, Multi Agent Systems",
1352,Ahmad Waqas,"Institute of Business Administration,Sukkur",Computer Science,Sindh,Associate Professor,PhD,International Islamic University,Malaysia,," Distributed Systems, Cloud Computing, Network Design, Security and Management, Algorithms and Data Structures and Theoretical computer science.",
1353,M. Ajmal Sawand,"Institute of Business Administration,Sukkur",Computer Science,Sindh,Assistant Professor,PhD,Paris Descartes University,France,,"security and resource management in Wireless Medical Sensor Networks, Wireless Body Area Networks, Wireless Sensor Networks, Virtual Sensor Networks, Mobile Crowd Sensing, Participatory Sensing, Quality of Monitoring for medical and health applications and Quality of Service optimization for audiovisual communications.",
1354,Muhammad Irshad Nazeer,"Institute of Business Administration,Sukkur",Computer Science,Sindh,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,,"Theoretical Computer Science, Computer Networks, Computational Intelligence and Network Coding",
1355,Sarmad Soomro,"Institute of Business Administration,Sukkur",Computer Science,Sindh,Assistant Professor,MS,Universiti Teknologi PETRONAS,Malaysia,,"Human Computer Interaction, Usability Engineering, Mobile Interaction 
",
